is_peak_period,rows,mae,rmse,mean_actual_wait,mean_predicted_wait
False,5260,2.0343070548022055,4.540230503648928,11.957528517110264,12.229247057998405
True,8656,2.9155166754804784,5.19255491444169,14.690030036968578,14.903586819977244
